feature1,feature2,nifedipine_correlation_mean,nifedipine_correlation_std,nifedipine_shapiro_p_value,nifedipine_is_normal,nifedipine_positive_proportion,nifedipine_negative_proportion,nifedipine_ci_95,nifedipine_correlated,nifedipine_correlation_type,e4031_correlation_mean,e4031_correlation_std,e4031_shapiro_p_value,e4031_is_normal,e4031_positive_proportion,e4031_negative_proportion,e4031_ci_95,e4031_correlated,e4031_correlation_type,ca_titration_correlation_mean,ca_titration_correlation_std,ca_titration_shapiro_p_value,ca_titration_is_normal,ca_titration_positive_proportion,ca_titration_negative_proportion,ca_titration_ci_95,ca_titration_correlated,ca_titration_correlation_type
calc_rise_time_0.2_0.8 s,force_decay_time_max_0.8 s,0.4655,0.0737,0.3044,True,1.0,0.0,"(0.315, 0.603)",True,positive,0.1306,0.1275,0.4244,True,0.856,0.144,"(-0.122, 0.368)",False,inconclusive,0.5286,0.0477,0.0079,False,1.0,0.0,"(0.429, 0.617)",True,positive
calc_rise_time_0.2_0.8 s,force_decay_time_0.2_0.8 s,0.5418,0.0754,0.0127,False,1.0,0.0,"(0.384, 0.681)",True,positive,-0.0381,0.1272,0.5682,True,0.381,0.619,"(-0.292, 0.202)",False,inconclusive,0.4421,0.0567,0.0266,False,1.0,0.0,"(0.331, 0.551)",True,positive
calc_rise_time_0.2_0.8 s,calc_peak_amplitude,-0.064,0.0903,0.0067,False,0.241,0.759,"(-0.243, 0.102)",False,inconclusive,0.144,0.1338,0.2508,True,0.844,0.156,"(-0.111, 0.391)",False,inconclusive,-0.6048,0.0498,0.0059,False,0.0,1.0,"(-0.696, -0.505)",True,negative
calc_rise_time_0.2_0.8 s,calc_width_0.5 s,0.5866,0.0695,0.0525,True,1.0,0.0,"(0.448, 0.716)",True,positive,-0.0945,0.1355,0.598,True,0.235,0.765,"(-0.352, 0.181)",False,inconclusive,0.0054,0.0703,0.9994,True,0.533,0.467,"(-0.133, 0.144)",False,inconclusive
calc_rise_time_0.2_0.8 s,calc_width_0.2 s,0.6139,0.0582,0.0,False,1.0,0.0,"(0.494, 0.721)",True,positive,-0.1347,0.1362,0.7231,True,0.154,0.845,"(-0.412, 0.136)",False,inconclusive,0.0423,0.0737,0.5926,True,0.714,0.286,"(-0.108, 0.183)",False,inconclusive
calc_rise_time_0.2_0.8 s,calc_width_0.8 s,0.5052,0.0713,0.0012,False,1.0,0.0,"(0.357, 0.64)",True,positive,-0.2208,0.1204,0.2761,True,0.038,0.962,"(-0.448, 0.025)",False,inconclusive,-0.2162,0.067,0.6858,True,0.0,1.0,"(-0.344, -0.09)",True,negative
calc_rise_time_0.8_max s,duration,0.5281,0.0642,0.0531,True,1.0,0.0,"(0.404, 0.649)",True,positive,-0.0415,0.1242,0.2522,True,0.362,0.638,"(-0.281, 0.203)",False,inconclusive,0.353,0.0601,0.769,True,1.0,0.0,"(0.238, 0.472)",True,positive
calc_rise_time_0.8_max s,force_peak_amplitude,0.6494,0.0581,0.0029,False,1.0,0.0,"(0.535, 0.755)",True,positive,-0.0609,0.1374,0.3458,True,0.309,0.691,"(-0.312, 0.225)",False,inconclusive,-0.361,0.0693,0.8091,True,0.0,1.0,"(-0.498, -0.227)",True,negative
calc_rise_time_0.8_max s,force_width_0.5 s,0.6426,0.0608,0.0114,False,1.0,0.0,"(0.52, 0.755)",True,positive,0.2071,0.1302,0.7089,True,0.933,0.067,"(-0.054, 0.45)",False,inconclusive,0.3511,0.066,0.818,True,1.0,0.0,"(0.228, 0.48)",True,positive
calc_rise_time_0.8_max s,force_width_0.2 s,0.6291,0.0608,0.0602,True,1.0,0.0,"(0.509, 0.742)",True,positive,0.2948,0.1227,0.5173,True,0.99,0.01,"(0.057, 0.528)",True,positive,0.3223,0.0681,0.2505,True,1.0,0.0,"(0.193, 0.453)",True,positive
calc_rise_time_0.8_max s,force_width_0.8 s,0.6266,0.0599,0.0011,False,1.0,0.0,"(0.503, 0.738)",True,positive,0.1683,0.1281,0.2706,True,0.902,0.098,"(-0.089, 0.41)",False,inconclusive,0.3286,0.0657,0.3076,True,1.0,0.0,"(0.194, 0.45)",True,positive
calc_rise_time_0.8_max s,force_rise_time_0.2_0.8 s,0.6238,0.0635,0.2592,True,1.0,0.0,"(0.493, 0.738)",True,positive,0.0627,0.1294,0.0521,True,0.7,0.3,"(-0.2, 0.312)",False,inconclusive,-0.0765,0.0713,0.0221,False,0.153,0.847,"(-0.204, 0.057)",False,inconclusive
calc_rise_time_0.8_max s,force_rise_time_0.8_max s,0.5379,0.0688,0.2684,True,1.0,0.0,"(0.4, 0.667)",True,positive,-0.0281,0.1326,0.4685,True,0.41,0.59,"(-0.279, 0.25)",False,inconclusive,0.1575,0.0663,0.3067,True,0.991,0.009,"(0.028, 0.291)",True,positive
calc_rise_time_0.8_max s,force_decay_time_max_0.8 s,0.54,0.0684,0.27,True,1.0,0.0,"(0.397, 0.665)",True,positive,-0.0995,0.1278,0.7309,True,0.218,0.782,"(-0.341, 0.146)",False,inconclusive,0.2614,0.0672,0.6975,True,1.0,0.0,"(0.128, 0.387)",True,positive
calc_rise_time_0.8_max s,force_decay_time_0.2_0.8 s,0.5986,0.0638,0.0221,False,1.0,0.0,"(0.466, 0.715)",True,positive,0.0302,0.1405,0.7951,True,0.585,0.415,"(-0.234, 0.307)",False,inconclusive,0.218,0.0703,0.1082,True,1.0,0.0,"(0.079, 0.351)",True,positive
calc_rise_time_0.8_max s,calc_peak_amplitude,0.1231,0.0939,0.006,False,0.905,0.095,"(-0.069, 0.288)",False,inconclusive,-0.1595,0.1199,0.0637,True,0.093,0.907,"(-0.385, 0.087)",False,inconclusive,-0.3364,0.0698,0.9348,True,0.0,1.0,"(-0.472, -0.204)",True,negative
calc_rise_time_0.8_max s,calc_width_0.5 s,0.6403,0.061,0.0629,True,1.0,0.0,"(0.521, 0.76)",True,positive,0.3423,0.1118,0.0186,False,0.999,0.001,"(0.118, 0.539)",True,positive,0.1091,0.0707,0.41,True,0.94,0.06,"(-0.03, 0.242)",False,inconclusive
calc_rise_time_0.8_max s,calc_width_0.2 s,0.4996,0.0673,0.0966,True,1.0,0.0,"(0.364, 0.621)",True,positive,0.2795,0.1189,0.0063,False,0.987,0.013,"(0.032, 0.502)",True,positive,-0.0924,0.0707,0.1617,True,0.104,0.896,"(-0.228, 0.047)",False,inconclusive
calc_rise_time_0.8_max s,calc_width_0.8 s,0.6482,0.0551,0.0001,False,1.0,0.0,"(0.536, 0.746)",True,positive,0.3053,0.1176,0.0003,False,0.991,0.009,"(0.068, 0.515)",True,positive,0.3248,0.0638,0.0225,False,1.0,0.0,"(0.194, 0.442)",True,positive
calc_rise_time_0.8_max s,calc_rise_time_0.2_0.8 s,0.5845,0.0614,0.0001,False,1.0,0.0,"(0.464, 0.696)",True,positive,-0.0677,0.1296,0.8955,True,0.305,0.695,"(-0.313, 0.179)",False,inconclusive,0.1739,0.0681,0.3572,True,0.994,0.006,"(0.041, 0.299)",True,positive
calc_decay_time_max_0.8 s,duration,0.3836,0.079,0.0285,False,1.0,0.0,"(0.227, 0.528)",True,positive,0.1289,0.1362,0.177,True,0.823,0.177,"(-0.135, 0.383)",False,inconclusive,-0.2802,0.0664,0.9324,True,0.0,1.0,"(-0.41, -0.153)",True,negative
calc_decay_time_max_0.8 s,force_peak_amplitude,0.4037,0.0794,0.0076,False,1.0,0.0,"(0.238, 0.544)",True,positive,-0.0711,0.1379,0.8946,True,0.302,0.698,"(-0.353, 0.201)",False,inconclusive,0.504,0.0601,0.1008,True,1.0,0.0,"(0.38, 0.62)",True,positive
calc_decay_time_max_0.8 s,force_width_0.5 s,0.3813,0.0849,0.0027,False,1.0,0.0,"(0.204, 0.531)",True,positive,0.2127,0.1274,0.5173,True,0.952,0.048,"(-0.046, 0.447)",False,inconclusive,-0.2904,0.064,0.1145,True,0.0,1.0,"(-0.406, -0.163)",True,negative
calc_decay_time_max_0.8 s,force_width_0.2 s,0.3781,0.0838,0.0019,False,1.0,0.0,"(0.21, 0.523)",True,positive,0.2521,0.1247,0.1105,True,0.974,0.026,"(-0.004, 0.489)",False,inconclusive,-0.2626,0.0653,0.2758,True,0.0,1.0,"(-0.384, -0.129)",True,negative
calc_decay_time_max_0.8 s,force_width_0.8 s,0.3599,0.0837,0.0251,False,1.0,0.0,"(0.186, 0.511)",True,positive,0.0351,0.1186,0.8362,True,0.625,0.374,"(-0.208, 0.261)",False,inconclusive,-0.2397,0.0625,0.2944,True,0.0,1.0,"(-0.359, -0.111)",True,negative
calc_decay_time_max_0.8 s,force_rise_time_0.2_0.8 s,0.3502,0.0848,0.0143,False,1.0,0.0,"(0.18, 0.507)",True,positive,-0.1075,0.127,0.3254,True,0.206,0.794,"(-0.344, 0.138)",False,inconclusive,0.3457,0.0661,0.0118,False,1.0,0.0,"(0.211, 0.467)",True,positive
calc_decay_time_max_0.8 s,force_rise_time_0.8_max s,0.2945,0.0837,0.5003,True,1.0,0.0,"(0.121, 0.453)",True,positive,0.1062,0.129,0.9422,True,0.795,0.205,"(-0.153, 0.353)",False,inconclusive,0.0893,0.0687,0.1849,True,0.902,0.098,"(-0.057, 0.219)",False,inconclusive
calc_decay_time_max_0.8 s,force_decay_time_max_0.8 s,0.309,0.0829,0.0787,True,1.0,0.0,"(0.146, 0.462)",True,positive,0.0074,0.1211,0.2795,True,0.518,0.482,"(-0.217, 0.243)",False,inconclusive,-0.2904,0.065,0.08,True,0.0,1.0,"(-0.414, -0.16)",True,negative
calc_decay_time_max_0.8 s,force_decay_time_0.2_0.8 s,0.3189,0.089,0.0134,False,1.0,0.0,"(0.132, 0.483)",True,positive,-0.0391,0.1376,0.4169,True,0.401,0.599,"(-0.315, 0.224)",False,inconclusive,-0.2672,0.0673,0.0551,True,0.0,1.0,"(-0.39, -0.135)",True,negative
calc_decay_time_max_0.8 s,calc_peak_amplitude,0.462,0.0781,0.0257,False,1.0,0.0,"(0.298, 0.606)",True,positive,0.0165,0.1249,0.1206,True,0.574,0.426,"(-0.24, 0.26)",False,inconclusive,0.4005,0.0642,0.1549,True,1.0,0.0,"(0.273, 0.522)",True,positive
calc_decay_time_max_0.8 s,calc_width_0.5 s,0.4076,0.0804,0.0582,True,1.0,0.0,"(0.242, 0.556)",True,positive,0.2862,0.1263,0.0709,True,0.984,0.016,"(0.031, 0.525)",True,positive,0.2228,0.0695,0.6503,True,1.0,0.0,"(0.082, 0.355)",True,positive
calc_decay_time_max_0.8 s,calc_width_0.2 s,0.2619,0.0819,0.1039,True,0.998,0.002,"(0.101, 0.414)",True,positive,0.2364,0.1319,0.0251,False,0.958,0.042,"(-0.032, 0.478)",False,inconclusive,0.2857,0.0664,0.6683,True,1.0,0.0,"(0.159, 0.419)",True,positive
calc_decay_time_max_0.8 s,calc_width_0.8 s,0.5805,0.0698,0.001,False,1.0,0.0,"(0.44, 0.703)",True,positive,0.6634,0.08,0.0,False,1.0,0.0,"(0.494, 0.798)",True,positive,0.4554,0.0601,0.0908,True,1.0,0.0,"(0.342, 0.576)",True,positive
calc_decay_time_max_0.8 s,calc_rise_time_0.2_0.8 s,0.0335,0.0835,0.1999,True,0.659,0.341,"(-0.131, 0.192)",False,inconclusive,-0.1942,0.1228,0.0266,False,0.062,0.938,"(-0.419, 0.056)",False,inconclusive,-0.3978,0.0623,0.263,True,0.0,1.0,"(-0.517, -0.273)",True,negative
calc_decay_time_max_0.8 s,calc_rise_time_0.8_max s,-0.044,0.0857,0.1665,True,0.289,0.711,"(-0.209, 0.133)",False,inconclusive,-0.2431,0.1212,0.3585,True,0.022,0.978,"(-0.473, -0.007)",True,negative,-0.5253,0.0548,0.1068,True,0.0,1.0,"(-0.628, -0.411)",True,negative
calc_decay_time_0.2_0.8 s,duration,0.0563,0.0938,0.0501,True,0.731,0.269,"(-0.142, 0.225)",False,inconclusive,-0.4607,0.1159,0.0635,True,0.0,1.0,"(-0.684, -0.233)",True,negative,-0.1836,0.068,0.5272,True,0.001,0.999,"(-0.323, -0.051)",True,negative
calc_decay_time_0.2_0.8 s,force_peak_amplitude,0.2019,0.0952,0.1863,True,0.98,0.02,"(0.008, 0.38)",True,positive,-0.7236,0.0567,0.0,False,0.0,1.0,"(-0.818, -0.594)",True,negative,0.433,0.0666,0.7992,True,1.0,0.0,"(0.304, 0.561)",True,positive
calc_decay_time_0.2_0.8 s,force_width_0.5 s,0.1328,0.097,0.4895,True,0.908,0.092,"(-0.064, 0.312)",False,inconclusive,-0.0164,0.1329,0.6489,True,0.456,0.544,"(-0.271, 0.238)",False,inconclusive,-0.1293,0.0649,0.65,True,0.02,0.98,"(-0.255, -0.008)",True,negative
calc_decay_time_0.2_0.8 s,force_width_0.2 s,0.1465,0.0963,0.3254,True,0.928,0.072,"(-0.044, 0.327)",False,inconclusive,0.0941,0.1397,0.0004,False,0.761,0.239,"(-0.199, 0.344)",False,inconclusive,-0.0787,0.0645,0.583,True,0.115,0.885,"(-0.207, 0.042)",False,inconclusive
calc_decay_time_0.2_0.8 s,force_width_0.8 s,0.0861,0.0945,0.5292,True,0.816,0.184,"(-0.094, 0.259)",False,inconclusive,-0.1805,0.1192,0.0409,False,0.065,0.935,"(-0.399, 0.074)",False,inconclusive,-0.1166,0.0626,0.0121,False,0.026,0.974,"(-0.244, 0.001)",False,inconclusive
calc_decay_time_0.2_0.8 s,force_rise_time_0.2_0.8 s,0.1502,0.0967,0.4936,True,0.933,0.067,"(-0.052, 0.327)",False,inconclusive,0.3907,0.1195,0.0,False,0.998,0.002,"(0.141, 0.594)",True,positive,0.2433,0.0632,0.3466,True,0.999,0.001,"(0.117, 0.362)",True,positive
calc_decay_time_0.2_0.8 s,force_rise_time_0.8_max s,0.088,0.0904,0.4729,True,0.835,0.165,"(-0.095, 0.258)",False,inconclusive,0.0728,0.1252,0.9595,True,0.724,0.276,"(-0.169, 0.317)",False,inconclusive,0.0417,0.0651,0.6471,True,0.733,0.267,"(-0.087, 0.172)",False,inconclusive
calc_decay_time_0.2_0.8 s,force_decay_time_max_0.8 s,0.1082,0.0898,0.3171,True,0.887,0.113,"(-0.067, 0.282)",False,inconclusive,-0.0479,0.131,0.3582,True,0.346,0.654,"(-0.314, 0.219)",False,inconclusive,-0.1405,0.0653,0.1372,True,0.012,0.988,"(-0.266, -0.02)",True,negative
calc_decay_time_0.2_0.8 s,force_decay_time_0.2_0.8 s,0.0995,0.0932,0.5336,True,0.859,0.141,"(-0.081, 0.271)",False,inconclusive,-0.1648,0.1127,0.666,True,0.078,0.922,"(-0.377, 0.058)",False,inconclusive,-0.0231,0.0666,0.1351,True,0.366,0.634,"(-0.147, 0.112)",False,inconclusive
calc_decay_time_0.2_0.8 s,calc_peak_amplitude,0.0608,0.0881,0.5777,True,0.755,0.245,"(-0.121, 0.226)",False,inconclusive,-0.3548,0.1109,0.0006,False,0.003,0.997,"(-0.556, -0.138)",True,negative,0.2463,0.0672,0.9335,True,1.0,0.0,"(0.111, 0.376)",True,positive
calc_decay_time_0.2_0.8 s,calc_width_0.5 s,0.1983,0.0935,0.3159,True,0.979,0.021,"(0.003, 0.384)",True,positive,0.671,0.0811,0.0,False,1.0,0.0,"(0.497, 0.804)",True,positive,0.3752,0.0579,0.2358,True,1.0,0.0,"(0.262, 0.485)",True,positive
calc_decay_time_0.2_0.8 s,calc_width_0.2 s,0.7349,0.0474,0.2474,True,1.0,0.0,"(0.64, 0.824)",True,positive,0.9416,0.0178,0.0,False,1.0,0.0,"(0.9, 0.968)",True,positive,0.8654,0.0211,0.0,False,1.0,0.0,"(0.82, 0.902)",True,positive
calc_decay_time_0.2_0.8 s,calc_width_0.8 s,0.0845,0.096,0.5517,True,0.808,0.192,"(-0.103, 0.267)",False,inconclusive,0.1869,0.1287,0.0013,False,0.919,0.081,"(-0.089, 0.418)",False,inconclusive,-0.0162,0.0659,0.8971,True,0.394,0.606,"(-0.15, 0.11)",False,inconclusive
calc_decay_time_0.2_0.8 s,calc_rise_time_0.2_0.8 s,0.2318,0.0848,0.3242,True,0.997,0.003,"(0.055, 0.398)",True,positive,-0.1381,0.1348,0.8968,True,0.151,0.849,"(-0.411, 0.131)",False,inconclusive,-0.1844,0.07,0.7499,True,0.001,0.999,"(-0.326, -0.054)",True,negative
calc_decay_time_0.2_0.8 s,calc_rise_time_0.8_max s,0.0722,0.0914,0.152,True,0.78,0.22,"(-0.098, 0.247)",False,inconclusive,0.1989,0.1242,0.025,False,0.936,0.064,"(-0.065, 0.441)",False,inconclusive,-0.2531,0.0662,0.1637,True,0.0,1.0,"(-0.377, -0.119)",True,negative
calc_decay_time_0.2_0.8 s,calc_decay_time_max_0.8 s,0.0158,0.0882,0.8923,True,0.574,0.426,"(-0.164, 0.189)",False,inconclusive,0.1026,0.1367,0.1636,True,0.774,0.226,"(-0.178, 0.361)",False,inconclusive,0.2416,0.0669,0.7623,True,1.0,0.0,"(0.108, 0.372)",True,positive
local_frequency[Hz],duration,-0.1343,0.0899,0.1902,True,0.072,0.928,"(-0.301, 0.053)",False,inconclusive,0.1935,0.1342,0.6148,True,0.927,0.073,"(-0.063, 0.455)",False,inconclusive,0.3854,0.0568,0.5096,True,1.0,0.0,"(0.273, 0.498)",True,positive
local_frequency[Hz],force_peak_amplitude,-0.2041,0.0887,0.1206,True,0.01,0.99,"(-0.374, -0.034)",True,negative,0.5173,0.051,0.0,False,1.0,0.0,"(0.394, 0.594)",True,positive,-0.7634,0.0219,0.4139,True,0.0,1.0,"(-0.805, -0.72)",True,negative
local_frequency[Hz],force_width_0.5 s,-0.1533,0.0964,0.0347,False,0.059,0.941,"(-0.337, 0.044)",False,inconclusive,-0.2989,0.117,0.0,False,0.011,0.989,"(-0.503, -0.038)",True,negative,0.4581,0.0435,0.4433,True,1.0,0.0,"(0.372, 0.541)",True,positive
local_frequency[Hz],force_width_0.2 s,-0.188,0.0947,0.1346,True,0.028,0.972,"(-0.369, 0.002)",False,inconclusive,-0.1948,0.1457,0.0,False,0.111,0.889,"(-0.445, 0.118)",False,inconclusive,0.4046,0.048,0.3134,True,1.0,0.0,"(0.313, 0.498)",True,positive
local_frequency[Hz],force_width_0.8 s,-0.1485,0.0947,0.0926,True,0.059,0.941,"(-0.328, 0.048)",False,inconclusive,0.1499,0.1179,0.243,True,0.896,0.104,"(-0.087, 0.367)",False,inconclusive,0.4215,0.0482,0.6048,True,1.0,0.0,"(0.325, 0.517)",True,positive
local_frequency[Hz],force_rise_time_0.2_0.8 s,-0.1634,0.0959,0.2429,True,0.049,0.951,"(-0.341, 0.028)",False,inconclusive,-0.193,0.1372,0.0272,False,0.078,0.922,"(-0.448, 0.075)",False,inconclusive,-0.5929,0.0408,0.0089,False,0.0,1.0,"(-0.671, -0.504)",True,negative
local_frequency[Hz],force_rise_time_0.8_max s,-0.1215,0.09,0.0499,False,0.099,0.901,"(-0.289, 0.056)",False,inconclusive,-0.1278,0.1258,0.7486,True,0.154,0.846,"(-0.373, 0.113)",False,inconclusive,-0.1251,0.0628,0.351,True,0.021,0.979,"(-0.244, -0.003)",True,negative
local_frequency[Hz],force_decay_time_max_0.8 s,-0.1372,0.0922,0.3558,True,0.074,0.926,"(-0.311, 0.056)",False,inconclusive,-0.0288,0.1257,0.0451,False,0.4,0.6,"(-0.264, 0.22)",False,inconclusive,0.4968,0.0418,0.0237,False,1.0,0.0,"(0.41, 0.573)",True,positive
local_frequency[Hz],force_decay_time_0.2_0.8 s,-0.1503,0.0939,0.5408,True,0.055,0.945,"(-0.33, 0.033)",False,inconclusive,0.1564,0.1191,0.84,True,0.902,0.098,"(-0.081, 0.392)",False,inconclusive,0.3917,0.0493,0.0454,False,1.0,0.0,"(0.292, 0.483)",True,positive
local_frequency[Hz],calc_peak_amplitude,-0.6745,0.0633,0.0,False,0.0,1.0,"(-0.786, -0.544)",True,negative,0.3419,0.106,0.0058,False,0.999,0.001,"(0.124, 0.535)",True,positive,-0.4783,0.0435,0.0661,True,0.0,1.0,"(-0.562, -0.391)",True,negative
local_frequency[Hz],calc_width_0.5 s,-0.1159,0.0898,0.0604,True,0.1,0.9,"(-0.288, 0.065)",False,inconclusive,-0.6966,0.0754,0.0,False,0.0,1.0,"(-0.822, -0.529)",True,negative,-0.2762,0.0566,0.8432,True,0.0,1.0,"(-0.384, -0.168)",True,negative
local_frequency[Hz],calc_width_0.2 s,0.0228,0.0882,0.0912,True,0.591,0.409,"(-0.135, 0.202)",False,inconclusive,-0.7121,0.078,0.0,False,0.0,1.0,"(-0.84, -0.536)",True,negative,-0.4675,0.0526,0.0146,False,0.0,1.0,"(-0.574, -0.369)",True,negative
local_frequency[Hz],calc_width_0.8 s,-0.0364,0.0914,0.0852,True,0.353,0.647,"(-0.214, 0.136)",False,inconclusive,-0.3531,0.119,0.0001,False,0.006,0.994,"(-0.565, -0.121)",True,negative,-0.1534,0.063,0.3333,True,0.01,0.99,"(-0.27, -0.025)",True,negative
local_frequency[Hz],calc_rise_time_0.2_0.8 s,0.1647,0.0926,0.5579,True,0.961,0.039,"(-0.014, 0.347)",False,inconclusive,0.244,0.1321,0.074,True,0.963,0.037,"(-0.032, 0.492)",False,inconclusive,0.4433,0.0529,0.4189,True,1.0,0.0,"(0.339, 0.549)",True,positive
local_frequency[Hz],calc_rise_time_0.8_max s,0.08,0.0967,0.3113,True,0.779,0.221,"(-0.1, 0.282)",False,inconclusive,-0.1172,0.1176,0.0547,True,0.153,0.847,"(-0.336, 0.117)",False,inconclusive,0.2881,0.0616,0.1619,True,1.0,0.0,"(0.159, 0.407)",True,positive
local_frequency[Hz],calc_decay_time_max_0.8 s,-0.2321,0.0858,0.6581,True,0.001,0.999,"(-0.399, -0.062)",True,negative,-0.3114,0.1152,0.3956,True,0.003,0.997,"(-0.529, -0.082)",True,negative,-0.4739,0.0545,0.0,False,0.0,1.0,"(-0.57, -0.356)",True,negative
local_frequency[Hz],calc_decay_time_0.2_0.8 s,-0.089,0.0881,0.5368,True,0.148,0.852,"(-0.258, 0.088)",False,inconclusive,-0.7105,0.0756,0.0,False,0.0,1.0,"(-0.833, -0.539)",True,negative,-0.5842,0.0454,0.1976,True,0.0,1.0,"(-0.671, -0.496)",True,negative
