drug,bct_id,concentration.um.,frequency[Hz],duration,force_peak_amplitude,force_width_0.5 s,force_width_0.2 s,force_width_0.8 s,force_rise_time_0.2_0.8 s,force_rise_time_0.8_max s,force_decay_time_max_0.8 s,force_decay_time_0.2_0.8 s,calc_peak_amplitude,calc_width_0.5 s,calc_width_0.2 s,calc_width_0.8 s,calc_rise_time_0.2_0.8 s,calc_rise_time_0.8_max s,calc_decay_time_max_0.8 s,calc_decay_time_0.2_0.8 s,local_frequency[Hz]
e4031,1.20b_B01,0.03,0.58,0.511,4.159,0.24,0.34,0.14,0.09,0.07,0.07,0.11,1.116,0.43,0.71,0.25,0.1,0.09,0.15,0.37,0.6183111505555887
e4031,1.20b_B01,0.03,0.58,0.554,4.093,0.24,0.34,0.14,0.09,0.06,0.08,0.11,1.102,0.43,0.73,0.24,0.1,0.1,0.14,0.39,0.6478391045908162
e4031,1.20b_B01,0.03,0.58,0.513,4.154,0.24,0.34,0.14,0.09,0.07,0.07,0.11,1.103,0.43,0.69,0.23,0.1,0.11,0.13,0.36,0.6283976511392102
e4031,1.20b_B01,0.03,0.58,0.534,4.144,0.24,0.34,0.14,0.09,0.06,0.07,0.11,1.099,0.41,0.68,0.24,0.1,0.1,0.13,0.35,0.6123311759604456
e4031,1.20b_B01,0.03,0.58,0.551,4.172,0.24,0.34,0.14,0.09,0.07,0.07,0.11,1.031,0.44,0.7,0.24,0.1,0.08,0.16,0.35,0.5467712607459458
e4031,1.20b_B01,0.03,0.58,0.504,4.21,0.24,0.34,0.14,0.09,0.06,0.07,0.11,1.008,0.43,0.7,0.24,0.09,0.1,0.15,0.36,0.5609135629631109
e4031,1.20b_B01,0.03,0.58,0.544,4.114,0.24,0.34,0.14,0.09,0.06,0.07,0.11,0.982,0.41,0.67,0.24,0.09,0.09,0.15,0.34,0.5609769312833615
e4031,1.20b_B01,0.03,0.58,0.513,4.194,0.24,0.34,0.14,0.09,0.07,0.07,0.11,0.974,0.43,0.7,0.24,0.1,0.12,0.12,0.36,0.5617437374704148
e4031,1.20b_B01,0.03,0.58,0.544,4.104,0.24,0.34,0.14,0.09,0.07,0.07,0.11,0.942,0.42,0.68,0.23,0.1,0.1,0.13,0.35,0.6104621703467021
e4031,1.20b_B01,0.03,0.58,0.514,4.131,0.24,0.34,0.14,0.09,0.06,0.08,0.11,0.905,0.43,0.69,0.23,0.1,0.09,0.14,0.36,0.5695873354309847
